ID_obra,Tipo_ladrillo,Altura_muro,Ancho_muro,Espesor_muro,Area_muro,Cantidad_ladrillos,Cemento (Kg),Cal (Kg),Arena (m3),Cemento_albañilería (Kg)
1318,Comun 5x12x26,2.1,3.28,0.15,6.89,383.0,0.0,0.0,0.296,53.04
1319,Comun 5x12x26,2.33,3.39,0.3,7.9,994.0,0.0,0.0,0.908,120.06
1320,Comun 5x12x26,1.98,2.52,0.3,4.99,580.0,0.0,0.0,0.574,75.84
1321,Comun 5x12x26,1.88,2.53,0.15,4.76,305.0,35.67,34.72,0.166,0.0
1322,Comun 5x12x26,2.43,4.62,0.3,11.23,1275.0,0.0,0.0,1.291,170.64
1323,Comun 5x12x26,2.63,2.06,0.15,5.42,316.0,40.63,39.55,0.19,0.0
1324,Comun 5x12x26,2.75,2.87,0.3,7.89,980.0,0.0,0.0,0.908,119.97
1325,Comun 5x12x26,2.23,5.24,0.15,11.69,672.0,87.64,85.3,0.409,0.0
1326,Comun 5x12x26,2.29,5.41,0.15,12.39,787.0,92.92,90.44,0.434,0.0
1327,Comun 5x12x26,2.07,3.36,0.3,6.96,834.0,68.86,132.84,0.626,0.0
1328,Comun 5x12x26,1.82,2.62,0.15,4.77,297.0,0.0,0.0,0.205,36.72
1329,Comun 5x12x26,2.86,5.56,0.15,15.9,1000.0,0.0,0.0,0.684,122.44
1330,Comun 5x12x26,1.82,4.2,0.3,7.64,982.0,0.0,0.0,0.879,116.19
1331,Comun 5x12x26,1.81,3.67,0.3,6.64,742.0,0.0,0.0,0.764,100.97
1332,Comun 5x12x26,2.01,5.55,0.15,11.16,661.0,83.67,81.44,0.39,0.0
1333,Comun 5x12x26,2.75,4.56,0.15,12.54,805.0,0.0,0.0,0.539,96.56
1334,Comun 5x12x26,2.32,4.99,0.15,11.58,764.0,0.0,0.0,0.498,89.14
1335,Comun 5x12x26,2.42,4.35,0.3,10.53,1180.0,0.0,0.0,1.211,160.01
1336,Comun 5x12x26,2.01,5.66,0.15,11.38,677.0,85.32,83.05,0.398,0.0
1337,Comun 5x12x26,2.0,3.14,0.3,6.28,797.0,62.17,119.95,0.565,0.0
1338,Comun 5x12x26,2.86,3.31,0.15,9.47,524.0,0.0,0.0,0.407,72.89
1339,Comun 5x12x26,2.52,5.23,0.3,13.18,1473.0,0.0,0.0,1.516,200.33
1340,Comun 5x12x26,2.51,2.55,0.3,6.4,756.0,63.36,122.25,0.576,0.0
1341,Comun 5x12x26,2.28,5.11,0.15,11.65,760.0,0.0,0.0,0.501,89.71
1342,Comun 5x12x26,2.79,3.21,0.15,8.96,526.0,0.0,0.0,0.385,68.96
1343,Comun 5x12x26,2.14,5.85,0.15,12.52,723.0,0.0,0.0,0.538,96.4
1344,Comun 5x12x26,1.87,2.44,0.3,4.56,516.0,45.17,87.15,0.411,0.0
1345,Comun 5x12x26,2.76,4.96,0.3,13.69,1618.0,135.53,261.47,1.232,0.0
1346,Comun 5x12x26,1.92,2.22,0.15,4.26,264.0,0.0,0.0,0.183,32.82
1347,Comun 5x12x26,1.87,4.14,0.15,7.74,504.0,0.0,0.0,0.333,59.61
1348,Comun 5x12x26,2.76,5.73,0.15,15.81,1000.0,0.0,0.0,0.68,121.77
1349,Comun 5x12x26,2.04,2.85,0.3,5.81,722.0,0.0,0.0,0.669,88.37
1350,Comun 5x12x26,2.41,5.67,0.15,13.66,886.0,102.49,99.75,0.478,0.0
1351,Comun 5x12x26,2.54,2.64,0.3,6.71,879.0,66.39,128.08,0.604,0.0
1352,Comun 5x12x26,2.69,4.06,0.3,10.92,1266.0,0.0,0.0,1.256,166.01
1353,Comun 5x12x26,2.28,5.42,0.15,12.36,731.0,92.68,90.21,0.433,0.0
1354,Comun 5x12x26,2.52,2.43,0.15,6.12,368.0,45.93,44.7,0.214,0.0
1355,Comun 5x12x26,2.55,3.48,0.3,8.87,1006.0,87.85,169.49,0.799,0.0
1356,Comun 5x12x26,2.04,4.86,0.15,9.91,572.0,0.0,0.0,0.426,76.34
1357,Comun 5x12x26,2.4,2.33,0.15,5.59,343.0,0.0,0.0,0.24,43.06
1358,Comun 5x12x26,2.03,2.76,0.3,5.6,708.0,55.47,107.01,0.504,0.0
1359,Comun 5x12x26,1.89,4.14,0.15,7.82,502.0,58.68,57.12,0.274,0.0
1360,Comun 5x12x26,1.93,5.37,0.3,10.36,1239.0,0.0,0.0,1.192,157.53
1361,Comun 5x12x26,2.37,5.34,0.15,12.66,798.0,94.92,92.39,0.443,0.0
1362,Comun 5x12x26,1.94,5.21,0.3,10.11,1220.0,100.06,193.05,0.91,0.0
1363,Comun 5x12x26,2.72,5.06,0.15,13.76,802.0,0.0,0.0,0.592,105.98
1364,Comun 5x12x26,2.25,5.61,0.15,12.62,692.0,0.0,0.0,0.543,97.19
1365,Comun 5x12x26,2.15,2.69,0.15,5.78,338.0,43.38,42.22,0.202,0.0
1366,Comun 5x12x26,2.92,2.19,0.3,6.39,722.0,63.31,122.14,0.576,0.0
1367,Comun 5x12x26,1.85,3.61,0.15,6.68,412.0,0.0,0.0,0.287,51.42
1368,Comun 5x12x26,1.91,3.71,0.3,7.09,787.0,0.0,0.0,0.815,107.71
1369,Comun 5x12x26,2.18,5.07,0.15,11.05,662.0,82.89,80.68,0.387,0.0
1370,Comun 5x12x26,2.45,2.02,0.15,4.95,271.0,37.12,36.13,0.173,0.0
1371,Comun 5x12x26,1.98,4.84,0.3,9.58,1258.0,0.0,0.0,1.102,145.66
1372,Comun 5x12x26,2.89,2.37,0.3,6.85,816.0,67.81,130.82,0.616,0.0
1373,Comun 5x12x26,2.61,4.81,0.15,12.55,821.0,0.0,0.0,0.54,96.67
1374,Comun 5x12x26,2.94,4.57,0.3,13.44,1547.0,133.01,256.62,1.209,0.0
1375,Comun 5x12x26,2.59,3.88,0.15,10.05,566.0,75.37,73.36,0.352,0.0
1376,Comun 5x12x26,2.82,3.17,0.3,8.94,1001.0,0.0,0.0,1.028,135.88
1377,Comun 5x12x26,2.61,4.03,0.15,10.52,659.0,0.0,0.0,0.452,80.99
1378,Comun 5x12x26,2.16,3.72,0.15,8.04,479.0,0.0,0.0,0.346,61.87
1379,Comun 5x12x26,2.94,2.96,0.15,8.7,494.0,0.0,0.0,0.374,67.01
1380,Comun 5x12x26,2.5,4.67,0.3,11.68,1516.0,0.0,0.0,1.343,177.46
1381,Comun 5x12x26,2.02,5.32,0.15,10.75,679.0,80.6,78.45,0.376,0.0
1382,Comun 5x12x26,1.92,4.7,0.15,9.02,514.0,67.68,65.88,0.316,0.0
1383,Comun 5x12x26,2.53,4.84,0.15,12.25,664.0,91.84,89.39,0.429,0.0
1384,Comun 5x12x26,1.89,5.58,0.3,10.55,1196.0,104.41,201.43,0.949,0.0
1385,Comun 5x12x26,2.83,4.8,0.15,13.58,799.0,0.0,0.0,0.584,104.6
1386,Comun 5x12x26,2.54,2.01,0.3,5.11,552.0,0.0,0.0,0.587,77.6
1387,Comun 5x12x26,2.56,3.82,0.3,9.78,1258.0,0.0,0.0,1.125,148.64
1388,Comun 5x12x26,2.45,4.65,0.3,11.39,1444.0,0.0,0.0,1.31,173.17
1389,Comun 5x12x26,2.92,3.53,0.3,10.31,1293.0,0.0,0.0,1.185,156.68
1390,Comun 5x12x26,2.38,5.51,0.15,13.11,791.0,98.35,95.73,0.459,0.0
1391,Comun 5x12x26,2.39,2.48,0.15,5.93,377.0,44.45,43.27,0.207,0.0
1392,Comun 5x12x26,2.89,5.77,0.3,16.68,2009.0,165.09,318.5,1.501,0.0
1393,Comun 5x12x26,2.34,3.35,0.3,7.84,919.0,77.61,149.72,0.706,0.0
1394,Comun 5x12x26,2.43,2.05,0.15,4.98,270.0,0.0,0.0,0.214,38.36
1395,Comun 5x12x26,2.02,4.3,0.15,8.69,535.0,0.0,0.0,0.373,66.88
1396,Comun 5x12x26,2.2,5.06,0.15,11.13,658.0,83.49,81.26,0.39,0.0
1397,Comun 5x12x26,2.51,4.1,0.3,10.29,1181.0,101.88,196.56,0.926,0.0
1398,Comun 5x12x26,2.38,5.02,0.3,11.95,1420.0,118.28,228.2,1.075,0.0
1399,Comun 5x12x26,2.8,2.17,0.15,6.08,345.0,45.57,44.35,0.213,0.0
1400,Comun 5x12x26,2.04,5.84,0.3,11.91,1462.0,0.0,0.0,1.37,181.09
1401,Comun 5x12x26,2.43,5.88,0.3,14.29,1791.0,141.46,272.91,1.286,0.0
1402,Comun 5x12x26,2.03,4.07,0.15,8.26,536.0,0.0,0.0,0.355,63.62
1403,Comun 5x12x26,2.64,2.45,0.3,6.47,818.0,64.03,123.54,0.582,0.0
1404,Comun 5x12x26,2.5,2.33,0.3,5.82,736.0,0.0,0.0,0.67,88.54
1405,Comun 5x12x26,2.93,3.13,0.3,9.17,1091.0,0.0,0.0,1.055,139.4
1406,Comun 5x12x26,2.38,4.95,0.15,11.78,758.0,88.36,86.0,0.412,0.0
1407,Comun 5x12x26,2.93,2.53,0.3,7.41,938.0,73.39,141.59,0.667,0.0
1408,Comun 5x12x26,2.66,5.02,0.15,13.35,756.0,0.0,0.0,0.574,102.82
1409,Comun 5x12x26,2.72,2.42,0.3,6.58,862.0,65.17,125.72,0.592,0.0
1410,Comun 5x12x26,2.18,4.92,0.15,10.73,616.0,80.44,78.3,0.375,0.0
1411,Comun 5x12x26,2.84,4.0,0.3,11.36,1346.0,0.0,0.0,1.306,172.67
1412,Comun 5x12x26,2.09,3.93,0.3,8.21,1061.0,0.0,0.0,0.945,124.85
1413,Comun 5x12x26,1.92,3.9,0.3,7.49,986.0,74.13,143.02,0.674,0.0
1414,Comun 5x12x26,2.19,5.93,0.3,12.99,1444.0,0.0,0.0,1.493,197.4
1415,Comun 5x12x26,2.37,2.7,0.15,6.4,356.0,47.99,46.71,0.224,0.0
1416,Comun 5x12x26,1.94,5.03,0.15,9.76,615.0,0.0,0.0,0.42,75.14
1417,Comun 5x12x26,1.96,5.06,0.3,9.92,1293.0,98.18,189.43,0.893,0.0
1418,Comun 5x12x26,1.96,4.07,0.15,7.98,441.0,0.0,0.0,0.343,61.42
1419,Comun 5x12x26,2.1,3.63,0.15,7.62,446.0,0.0,0.0,0.328,58.7
1420,Comun 5x12x26,2.12,4.04,0.15,8.56,477.0,64.24,62.52,0.3,0.0
1421,Comun 5x12x26,2.66,5.75,0.15,15.3,993.0,114.71,111.65,0.535,0.0
1422,Comun 5x12x26,2.45,5.87,0.15,14.38,820.0,107.86,104.98,0.503,0.0
1423,Comun 5x12x26,2.94,3.69,0.15,10.85,587.0,0.0,0.0,0.466,83.53
1424,Comun 5x12x26,2.87,3.47,0.15,9.96,554.0,0.0,0.0,0.428,76.68
1425,Comun 5x12x26,2.96,5.12,0.15,15.16,822.0,113.66,110.63,0.53,0.0
1426,Comun 5x12x26,2.79,2.22,0.15,6.19,370.0,0.0,0.0,0.266,47.69
1427,Comun 5x12x26,2.19,3.76,0.3,8.23,1053.0,81.52,157.28,0.741,0.0
1428,Comun 5x12x26,2.27,3.02,0.3,6.86,901.0,67.87,130.94,0.617,0.0
1429,Comun 5x12x26,2.11,2.76,0.15,5.82,361.0,43.68,42.51,0.204,0.0
1430,Comun 5x12x26,1.9,2.77,0.15,5.26,308.0,0.0,0.0,0.226,40.53
1431,Comun 5x12x26,2.96,4.57,0.3,13.53,1468.0,133.92,258.37,1.217,0.0
1432,Comun 5x12x26,2.16,2.38,0.15,5.14,324.0,0.0,0.0,0.221,39.58
1433,Comun 5x12x26,1.86,2.56,0.15,4.76,292.0,0.0,0.0,0.205,36.66
1434,Comun 5x12x26,2.91,5.8,0.15,16.88,1023.0,126.58,123.21,0.591,0.0
1435,Comun 5x12x26,2.46,2.26,0.3,5.56,686.0,0.0,0.0,0.639,84.51
1436,Comun 5x12x26,2.58,3.4,0.15,8.77,575.0,65.79,64.04,0.307,0.0
1437,Comun 5x12x26,2.13,5.55,0.3,11.82,1288.0,0.0,0.0,1.359,179.69
1438,Comun 5x12x26,2.16,5.16,0.15,11.15,606.0,83.59,81.36,0.39,0.0
1439,Comun 5x12x26,2.16,3.45,0.15,7.45,408.0,55.89,54.4,0.261,0.0
1440,Comun 5x12x26,2.18,5.47,0.15,11.92,677.0,0.0,0.0,0.513,91.82
1441,Comun 5x12x26,2.69,4.65,0.15,12.51,710.0,93.81,91.31,0.438,0.0
1442,Comun 5x12x26,2.46,2.75,0.3,6.76,739.0,66.97,129.21,0.609,0.0
1443,Comun 5x12x26,1.86,3.07,0.3,5.71,706.0,0.0,0.0,0.657,86.8
1444,Comun 5x12x26,2.63,3.96,0.3,10.41,1252.0,0.0,0.0,1.198,158.3
1445,Comun 5x12x26,2.61,5.11,0.3,13.34,1618.0,0.0,0.0,1.534,202.72
1446,Comun 5x12x26,1.99,5.94,0.3,11.82,1298.0,117.02,225.77,1.064,0.0
1447,Comun 5x12x26,2.66,4.82,0.15,12.82,728.0,96.16,93.59,0.449,0.0
1448,Comun 5x12x26,2.82,3.92,0.15,11.05,646.0,0.0,0.0,0.475,85.12
1449,Comun 5x12x26,1.93,4.78,0.15,9.23,555.0,69.19,67.35,0.323,0.0
1450,Comun 5x12x26,2.16,3.05,0.3,6.59,737.0,0.0,0.0,0.758,100.14
1451,Comun 5x12x26,1.91,3.72,0.15,7.11,398.0,53.29,51.87,0.249,0.0
1452,Comun 5x12x26,2.62,3.3,0.3,8.65,953.0,85.6,165.14,0.778,0.0
1453,Comun 5x12x26,2.31,4.6,0.3,10.63,1153.0,105.2,202.96,0.956,0.0
1454,Comun 5x12x26,1.87,2.65,0.15,4.96,320.0,0.0,0.0,0.213,38.16
1455,Comun 5x12x26,1.88,4.76,0.15,8.95,544.0,67.12,65.33,0.313,0.0
1456,Comun 5x12x26,2.6,5.88,0.15,15.29,857.0,0.0,0.0,0.657,117.72
1457,Comun 5x12x26,2.23,4.06,0.15,9.05,522.0,0.0,0.0,0.389,69.71
1458,Comun 5x12x26,2.16,2.77,0.3,5.98,662.0,59.23,114.28,0.538,0.0
1459,Comun 5x12x26,2.58,2.59,0.3,6.68,810.0,0.0,0.0,0.768,101.57
1460,Comun 5x12x26,1.87,5.55,0.15,10.38,647.0,0.0,0.0,0.446,79.91
1461,Comun 5x12x26,2.32,5.27,0.15,12.23,783.0,0.0,0.0,0.526,94.14
1462,Comun 5x12x26,1.81,2.14,0.15,3.87,251.0,29.05,28.28,0.136,0.0
1463,Comun 5x12x26,2.57,3.36,0.3,8.64,1079.0,0.0,0.0,0.993,131.26
1464,Comun 5x12x26,1.94,4.15,0.15,8.05,476.0,60.38,58.77,0.282,0.0
1465,Comun 5x12x26,2.85,6.0,0.15,17.1,1048.0,0.0,0.0,0.735,131.67
1466,Comun 5x12x26,2.11,3.92,0.3,8.27,966.0,81.88,157.98,0.744,0.0
1467,Comun 5x12x26,2.26,5.35,0.15,12.09,747.0,0.0,0.0,0.52,93.1
1468,Comun 5x12x26,2.2,3.23,0.15,7.11,385.0,53.3,51.87,0.249,0.0
1469,Comun 5x12x26,2.82,2.56,0.15,7.22,436.0,54.14,52.7,0.253,0.0
1470,Comun 5x12x26,1.87,4.9,0.3,9.16,1007.0,90.71,175.01,0.825,0.0
1471,Comun 5x12x26,2.31,5.85,0.3,13.51,1653.0,133.78,258.11,1.216,0.0
1472,Comun 5x12x26,2.0,3.09,0.15,6.18,349.0,46.35,45.11,0.216,0.0
1473,Comun 5x12x26,2.06,4.68,0.15,9.64,583.0,72.31,70.38,0.337,0.0
1474,Comun 5x12x26,1.96,4.23,0.15,8.29,541.0,62.18,60.52,0.29,0.0
1475,Comun 5x12x26,2.47,2.74,0.3,6.77,767.0,0.0,0.0,0.778,102.87
1476,Comun 5x12x26,2.78,3.14,0.3,8.73,992.0,86.42,166.73,0.786,0.0
1477,Comun 5x12x26,2.24,4.02,0.3,9.0,1093.0,89.15,171.99,0.81,0.0
1478,Comun 5x12x26,2.67,3.1,0.15,8.28,530.0,62.08,60.42,0.29,0.0
1479,Comun 5x12x26,2.07,4.0,0.15,8.28,530.0,62.1,60.44,0.29,0.0
1480,Comun 5x12x26,2.8,3.17,0.3,8.88,1144.0,0.0,0.0,1.021,134.92
1481,Comun 5x12x26,2.7,5.85,0.3,15.8,1879.0,0.0,0.0,1.816,240.08
1482,Comun 5x12x26,2.64,5.78,0.3,15.26,1797.0,0.0,0.0,1.755,231.94
1483,Comun 5x12x26,2.34,2.75,0.15,6.44,386.0,48.26,46.98,0.225,0.0
1484,Comun 5x12x26,2.22,3.17,0.3,7.04,826.0,69.67,134.41,0.633,0.0
1485,Comun 5x12x26,1.85,3.47,0.3,6.42,776.0,0.0,0.0,0.738,97.58
1486,Comun 5x12x26,1.81,2.67,0.3,4.83,589.0,0.0,0.0,0.556,73.46
1487,Comun 5x12x26,2.61,3.58,0.15,9.34,504.0,0.0,0.0,0.402,71.95
1488,Comun 5x12x26,2.61,3.67,0.3,9.58,1202.0,94.83,182.95,0.862,0.0
1489,Comun 5x12x26,2.93,2.19,0.3,6.42,823.0,0.0,0.0,0.738,97.53
1490,Comun 5x12x26,2.77,3.5,0.15,9.7,550.0,72.71,70.77,0.339,0.0
1491,Comun 5x12x26,2.5,5.62,0.3,14.05,1625.0,0.0,0.0,1.616,213.56
1492,Comun 5x12x26,2.52,3.18,0.15,8.01,518.0,60.1,58.5,0.28,0.0
1493,Comun 5x12x26,2.34,3.28,0.3,7.68,966.0,75.98,146.6,0.691,0.0
1494,Comun 5x12x26,2.68,3.39,0.15,9.09,564.0,0.0,0.0,0.391,69.96
1495,Comun 5x12x26,2.88,5.0,0.3,14.4,1724.0,142.56,275.04,1.296,0.0
1496,Comun 5x12x26,2.81,5.53,0.15,15.54,1011.0,0.0,0.0,0.668,119.65
1497,Comun 5x12x26,2.47,5.58,0.15,13.78,905.0,103.37,100.61,0.482,0.0
1498,Comun 5x12x26,2.06,5.02,0.3,10.34,1275.0,102.38,197.52,0.931,0.0
1499,Comun 5x12x26,2.51,2.29,0.3,5.75,641.0,56.9,109.78,0.517,0.0
1500,Comun 5x12x26,2.77,2.76,0.15,7.65,422.0,0.0,0.0,0.329,58.87
1501,Cerámico portante 19x19x33,1.85,4.49,0.2,8.31,109.0,0.0,0.0,0.133,24.92
1502,Cerámico portante 19x19x33,2.61,2.13,0.2,5.56,72.0,4.34,16.68,0.083,0.0
1503,Cerámico portante 19x19x33,2.72,2.7,0.2,7.34,88.0,5.73,22.03,0.11,0.0
1504,Cerámico portante 19x19x33,2.42,4.31,0.2,10.43,136.0,0.0,0.0,0.167,31.29
1505,Cerámico portante 19x19x33,1.86,5.75,0.2,10.7,134.0,8.34,32.08,0.16,0.0
1506,Cerámico portante 19x19x33,2.4,3.09,0.2,7.42,86.0,5.78,22.25,0.111,0.0
1507,Cerámico portante 19x19x33,1.89,5.52,0.2,10.43,124.0,8.14,31.3,0.156,0.0
1508,Cerámico portante 19x19x33,1.95,3.85,0.2,7.51,100.0,5.86,22.52,0.113,0.0
1509,Cerámico portante 19x19x33,2.13,5.99,0.2,12.76,167.0,9.95,38.28,0.191,0.0
1510,Cerámico portante 19x19x33,1.84,4.22,0.2,7.76,102.0,6.06,23.29,0.116,0.0
1511,Cerámico portante 19x19x33,2.19,3.75,0.2,8.21,98.0,6.41,24.64,0.123,0.0
1512,Cerámico portante 19x19x33,2.07,5.69,0.2,11.78,145.0,9.19,35.33,0.177,0.0
1513,Cerámico portante 19x19x33,2.29,2.71,0.2,6.21,71.0,0.0,0.0,0.099,18.62
1514,Cerámico portante 19x19x33,1.97,2.38,0.2,4.69,57.0,0.0,0.0,0.075,14.07
1515,Cerámico portante 19x19x33,2.43,2.56,0.2,6.22,69.0,0.0,0.0,0.1,18.66
1516,Cerámico portante 19x19x33,2.9,2.83,0.2,8.21,105.0,6.4,24.62,0.123,0.0
1517,Cerámico portante 19x19x33,1.96,5.22,0.2,10.23,140.0,7.98,30.69,0.153,0.0
1518,Cerámico portante 19x19x33,2.01,4.97,0.2,9.99,119.0,0.0,0.0,0.16,29.97
1519,Cerámico portante 19x19x33,2.33,5.26,0.2,12.26,165.0,9.56,36.77,0.184,0.0
1520,Cerámico portante 19x19x33,2.7,3.05,0.2,8.24,110.0,0.0,0.0,0.132,24.7
1521,Cerámico portante 19x19x33,1.82,2.32,0.2,4.22,53.0,0.0,0.0,0.068,12.67
1522,Cerámico portante 19x19x33,2.59,4.5,0.2,11.66,139.0,9.09,34.96,0.175,0.0
1523,Cerámico portante 19x19x33,2.66,4.02,0.2,10.69,139.0,8.34,32.08,0.16,0.0
1524,Cerámico portante 19x19x33,2.91,2.92,0.2,8.5,111.0,0.0,0.0,0.136,25.49
1525,Cerámico portante 19x19x33,2.32,5.73,0.2,13.29,170.0,10.37,39.88,0.199,0.0
1526,Cerámico portante 19x19x33,1.82,5.78,0.2,10.52,131.0,0.0,0.0,0.168,31.56
1527,Cerámico portante 19x19x33,2.4,4.72,0.2,11.33,138.0,0.0,0.0,0.181,33.98
1528,Cerámico portante 19x19x33,2.58,4.91,0.2,12.67,142.0,0.0,0.0,0.203,38.0
1529,Cerámico portante 19x19x33,2.62,2.75,0.2,7.2,85.0,5.62,21.62,0.108,0.0
1530,Cerámico portante 19x19x33,2.18,2.46,0.2,5.36,61.0,0.0,0.0,0.086,16.09
1531,Cerámico portante 19x19x33,1.83,2.89,0.2,5.29,60.0,4.13,15.87,0.079,0.0
1532,Cerámico portante 19x19x33,2.08,4.06,0.2,8.44,100.0,6.59,25.33,0.127,0.0
1533,Cerámico portante 19x19x33,2.48,3.42,0.2,8.48,103.0,6.62,25.44,0.127,0.0
1534,Cerámico portante 19x19x33,2.34,5.43,0.2,12.71,172.0,0.0,0.0,0.203,38.12
1535,Cerámico portante 19x19x33,1.91,2.8,0.2,5.35,65.0,0.0,0.0,0.086,16.04
1536,Cerámico portante 19x19x33,2.43,4.65,0.2,11.3,132.0,0.0,0.0,0.181,33.9
1537,Cerámico portante 19x19x33,2.29,2.95,0.2,6.76,88.0,0.0,0.0,0.108,20.27
1538,Cerámico portante 19x19x33,2.78,4.46,0.2,12.4,165.0,0.0,0.0,0.198,37.2
1539,Cerámico portante 19x19x33,2.9,2.47,0.2,7.16,92.0,5.59,21.49,0.107,0.0
1540,Cerámico portante 19x19x33,2.41,2.54,0.2,6.12,77.0,0.0,0.0,0.098,18.36
1541,Cerámico portante 19x19x33,2.04,2.22,0.2,4.53,53.0,3.53,13.59,0.068,0.0
1542,Cerámico portante 19x19x33,2.25,2.73,0.2,6.14,75.0,0.0,0.0,0.098,18.43
1543,Cerámico portante 19x19x33,2.52,5.11,0.2,12.88,168.0,10.04,38.63,0.193,0.0
1544,Cerámico portante 19x19x33,2.44,4.17,0.2,10.17,131.0,7.94,30.52,0.153,0.0
1545,Cerámico portante 19x19x33,2.27,3.66,0.2,8.31,108.0,0.0,0.0,0.133,24.92
1546,Cerámico portante 19x19x33,1.93,5.29,0.2,10.21,120.0,7.96,30.63,0.153,0.0
1547,Cerámico portante 19x19x33,2.38,4.28,0.2,10.19,135.0,7.95,30.56,0.153,0.0
1548,Cerámico portante 19x19x33,2.39,5.4,0.2,12.91,167.0,10.07,38.72,0.194,0.0
1549,Cerámico portante 19x19x33,2.3,3.63,0.2,8.35,100.0,6.51,25.05,0.125,0.0
1550,Cerámico portante 19x19x33,1.85,5.97,0.2,11.04,127.0,8.61,33.13,0.166,0.0
1551,Cerámico portante 19x19x33,2.3,4.15,0.2,9.54,108.0,0.0,0.0,0.153,28.64
1552,Cerámico portante 19x19x33,2.72,3.79,0.2,10.31,128.0,0.0,0.0,0.165,30.93
1553,Cerámico portante 19x19x33,2.32,5.89,0.2,13.66,155.0,10.66,40.99,0.205,0.0
1554,Cerámico portante 19x19x33,2.56,2.42,0.2,6.2,79.0,0.0,0.0,0.099,18.59
1555,Cerámico portante 19x19x33,2.79,5.08,0.2,14.17,180.0,0.0,0.0,0.227,42.52
1556,Cerámico portante 19x19x33,1.95,4.04,0.2,7.88,100.0,6.14,23.63,0.118,0.0
1557,Cerámico portante 19x19x33,2.88,2.66,0.2,7.66,93.0,0.0,0.0,0.123,22.98
1558,Cerámico portante 19x19x33,2.99,5.16,0.2,15.43,199.0,0.0,0.0,0.247,46.29
1559,Cerámico portante 19x19x33,1.88,4.41,0.2,8.29,94.0,6.47,24.87,0.124,0.0
1560,Cerámico portante 19x19x33,2.9,5.52,0.2,16.01,220.0,12.49,48.02,0.24,0.0
1561,Cerámico portante 19x19x33,2.85,3.26,0.2,9.29,107.0,0.0,0.0,0.149,27.87
1562,Cerámico portante 19x19x33,1.84,3.1,0.2,5.7,64.0,0.0,0.0,0.091,17.11
1563,Cerámico portante 19x19x33,2.98,4.55,0.2,13.56,158.0,10.58,40.68,0.203,0.0
1564,Cerámico portante 19x19x33,2.91,5.03,0.2,14.64,191.0,11.42,43.91,0.22,0.0
1565,Cerámico portante 19x19x33,2.54,5.02,0.2,12.75,157.0,9.95,38.25,0.191,0.0
1566,Cerámico portante 19x19x33,2.74,3.81,0.2,10.44,138.0,8.14,31.32,0.157,0.0
1567,Cerámico portante 19x19x33,2.9,4.43,0.2,12.85,162.0,0.0,0.0,0.206,38.54
1568,Cerámico portante 19x19x33,2.05,3.82,0.2,7.83,105.0,6.11,23.49,0.117,0.0
1569,Cerámico portante 19x19x33,2.16,3.38,0.2,7.3,100.0,0.0,0.0,0.117,21.9
1570,Cerámico portante 19x19x33,1.91,4.7,0.2,8.98,102.0,7.0,26.93,0.135,0.0
1571,Cerámico portante 19x19x33,2.56,2.88,0.2,7.37,95.0,5.75,22.12,0.111,0.0
1572,Cerámico portante 19x19x33,2.54,3.83,0.2,9.73,131.0,0.0,0.0,0.156,29.18
1573,Cerámico portante 19x19x33,2.76,3.64,0.2,10.05,118.0,0.0,0.0,0.161,30.14
1574,Cerámico portante 19x19x33,1.81,5.11,0.2,9.25,123.0,7.21,27.75,0.139,0.0
1575,Cerámico portante 19x19x33,2.25,5.18,0.2,11.66,156.0,0.0,0.0,0.186,34.96
1576,Cerámico portante 19x19x33,2.12,5.25,0.2,11.13,140.0,0.0,0.0,0.178,33.39
1577,Cerámico portante 19x19x33,2.12,2.16,0.2,4.58,59.0,3.57,13.74,0.069,0.0
1578,Cerámico portante 19x19x33,2.65,2.12,0.2,5.62,75.0,4.38,16.85,0.084,0.0
1579,Cerámico portante 19x19x33,2.95,4.77,0.2,14.07,186.0,10.98,42.21,0.211,0.0
1580,Cerámico portante 19x19x33,2.02,4.57,0.2,9.23,111.0,0.0,0.0,0.148,27.69
1581,Cerámico portante 19x19x33,2.32,3.59,0.2,8.33,113.0,0.0,0.0,0.133,24.99
1582,Cerámico portante 19x19x33,2.09,5.28,0.2,11.04,129.0,8.61,33.11,0.166,0.0
1583,Cerámico portante 19x19x33,2.66,2.28,0.2,6.06,73.0,0.0,0.0,0.097,18.19
1584,Cerámico portante 19x19x33,2.53,4.34,0.2,10.98,133.0,0.0,0.0,0.176,32.94
1585,Cerámico portante 19x19x33,2.69,5.57,0.2,14.98,185.0,11.69,44.95,0.225,0.0
1586,Cerámico portante 19x19x33,2.68,2.21,0.2,5.92,79.0,4.62,17.77,0.089,0.0
1587,Cerámico portante 19x19x33,2.47,2.54,0.2,6.27,75.0,0.0,0.0,0.1,18.82
1588,Cerámico portante 19x19x33,2.03,3.76,0.2,7.63,97.0,0.0,0.0,0.122,22.9
1589,Cerámico portante 19x19x33,2.72,3.54,0.2,9.63,131.0,0.0,0.0,0.154,28.89
1590,Cerámico portante 19x19x33,2.31,2.79,0.2,6.44,82.0,5.03,19.33,0.097,0.0
1591,Cerámico portante 19x19x33,2.17,5.89,0.2,12.78,164.0,0.0,0.0,0.205,38.34
1592,Cerámico portante 19x19x33,2.68,2.97,0.2,7.96,92.0,0.0,0.0,0.127,23.88
